Date	Time	Document ID	URL	Input Name	Keywords	Information Type	Source Type	Source Name	Source Domain	Content Type	Author Name	Author Handle	Title	Opening Text	Hit Sentence	Image	Hashtags	Links	Country	Region	State	City	Language	Sentiment	Keyphrases	Reach	Global Reach	National Reach	Local Reach	AVE	Social Echo	Editorial Echo	Engagement	Shares	Quotes	Likes	Replies	Reposts	Comments	Reactions	Views	Estimated Views	Document Tags	Custom Categories	Custom Fields
2025-08-21	00:15	"""1755724514000_iBESZm1NFUDy9cqg1ihL2yve2EQA"""	https://twitter.com/AWQAF_KSA/statuses/1958276665186078757	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Reply	الهيئة العامة للأوقاف	@awqaf_ksa		https://t.co/06TDgnRetg		https://pbs.twimg.com/media/Gy0yKGxX0AInuZr.jpg	#الهيئة_العامة_للأوقاف;#ما_بعد_اللحظة	"""https://x.com/AWQAF_KSA/status/1958276665186078757/photo/1"";""https://x.com/AWQAF_KSA/status/1958258377856786586/photo/1"""	Saudi Arabia				unknown	neutral		177808				1,644.72			5			4	1			4	2305				
2025-08-20	23:58	"""1755723487000_ME2oZtqF6NG1zrpvlZ5Cc1gfKgoA"""	https://twitter.com/AWQAF_KSA/statuses/1958272356310278409	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		محافظ #الهيئة_العامة_للأوقاف أ.عماد الخراشي خلال كلمته في فعالية #TEDxKAU يؤكد أن الشباب شريك أساسي في صناعة مستقبل الأوقاف، بما يمتلكونه من ...		https://pbs.twimg.com/media/Gy0uUu2XMAAz5V4.jpg	#tedxkau;#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1958272356310278409/photo/1"""	Saudi Arabia				Arabic	positive		177806				1,644.71			39	7		26	2	7		30	7097				
2025-08-20	23:18	"""1755721087000_tC4oY-iqO7WurMZjBdbfSunwYIwA"""	https://twitter.com/AWQAF_KSA/statuses/1958262289989095849	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @EmadAlkharashi: جسّدت فعالية #TEDxKAU بنسختها الملهمة التي نظمتها #الهيئة_العامة_للأوقاف بالشراكة مع جامعة الملك عبدالعزيز، لحظات مميزة، ...			#tedxkau;#الهيئة_العامة_للأوقاف	"""https://twitter.com/awqaf_ksa/status/1958258377856786586"""	Saudi Arabia				Arabic	positive	بأهمية الأوقاف	177806				1,644.71															
2025-08-20	23:02	"""1755720154000_Q3esxVaSqZRaW2-gxfAXwy3KuwsA"""	https://twitter.com/AWQAF_KSA/statuses/1958258377856786586	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		كرمت #الهيئة_العامة_للأوقاف شركاء النجاح الذين أسهموا في نجاح فعالية TEDxKAU وإحداث أثر يتجاوز اللحظة، في مسيرة التنمية ورفع وعي الشباب بدور ...		https://pbs.twimg.com/media/Gy0hTbOXIAA0H8d.jpg	#الهيئة_العامة_للأوقاف;#ما_بعد_اللحظة	"""https://x.com/AWQAF_KSA/status/1958258377856786586/photo/1"""	Saudi Arabia				Arabic	positive		177806				1,644.71			34	10	3	20	4	7		20	14544				
2025-08-20	23:42	"""1755722543000_fDeuTLspvF3kI0SH5wm8PGKy2dcA"""	https://twitter.com/AWQAF_KSA/statuses/1958268399005655468	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		شارك رئيس مجلس هيئة السوق المالية معالي الأستاذ محمد القويز في الجلسة الافتتاحية لفعالية #TEDxKAU مؤكّدًا دور الأوقاف كأداة مستدامة لدعم الا ...		https://pbs.twimg.com/media/Gy0qud-XkAAIdIO.jpg	#tedxkau;#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1958268399005655468/photo/1"""	Saudi Arabia				Arabic	neutral	مستدامة لدعم;معالي الأستاذ	177805				1,644.70			16	3		11	1	3		12	2927				
2025-08-20	16:39	"""1755697196000_xmuGcD3TrrfFkmro_QGZMZykNPcA"""	https://twitter.com/AWQAF_KSA/statuses/1958162086443266557	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تابعوا معنا فعاليات TEDx عبر الرابط التالي: https://t.co/hOmCdxhhB4 كونوا جزءًا من الإبداع والتميز، حيث تلهم الكلمة، ويصبح أثرها في الأوقاف ...			#الهيئة_العامة_للأوقاف;#ما_بعد_اللحظة	"""https://www.youtube.com/live/p3QFyuYJCIs?feature=share"""	Saudi Arabia				Arabic	positive		177795				1,644.60			95	30		51	6	30		59	124337				
2025-08-19	17:04	"""1755612262000_0N_1XSwFP1iOrGnD_bubbYifokUA"""	https://twitter.com/AWQAF_KSA/statuses/1957805843568595452	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		في #اليوم_العالمي_للعمل_الإنساني نستحضر أثر الأوقاف الممتد منذ قرون ليضيء طريق العطاء الدائم. #الهيئة_العامة_للأوقاف https://t.co/GqHOtNYPsR		https://pbs.twimg.com/media/GyuGBpdWAAAxf96.jpg	#الهيئة_العامة_للأوقاف;#اليوم_العالمي_للعمل_الإنساني	"""https://x.com/AWQAF_KSA/status/1957805843568595452/photo/1"""	Saudi Arabia				Arabic	neutral		177769				1,644.36			27	12		13	2	12		13	3527				
2025-08-18	23:48	"""1755550087000_T4c7H0R2DCMkG7WcVbWANUBmQrEA"""	https://twitter.com/AWQAF_KSA/statuses/1957545064856539631	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @tedx_kau: قيمٌ مستدامة صنعها جيلٌ أول، وتبعته أجيال جديدة بنفس شغف العطاء، ولكنها بإبداع وطاقة الشباب ✨ سيحكي لنا د. خالد الراجحي تجربةً ...		https://video.twimg.com/amplify_video/1957506203547770881/vid/avc1/3840x2160/O5qkJYUnOO8GsNeA.mp4	#tedxkau;#ما_بعد_اللحظة	"""https://x.com/tedx_kau/status/1957506965665657293/video/1"""	Saudi Arabia				Arabic	positive	جديدة بنفس;خالد الراجحي تجربةً	177743				1,644.12															
2025-08-18	23:11	"""1755547882000_e4namjmlJd8kAJXvFtAUB2c4YGsA"""	https://twitter.com/AWQAF_KSA/statuses/1957535814877081718	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @ahda_alahsa: استقبلت #هيئة_تطوير_الأحساء الهيئة العامة للأوقاف @AWQAF_KSA للتعاون في مجالات ارتباط الأوقاف بالتنمية الحضرية والمشاريع ال ...		https://video.twimg.com/amplify_video/1957528996553293824/vid/avc1/1920x1080/lkDMHPz0V8oY0l0c.mp4	#هيئة_تطوير_الأحساء	"""https://x.com/ahda_alahsa/status/1957534793605722527/video/1"""	Saudi Arabia				Arabic	positive	التاريخية والاقتصاد;الحضرية والمشاريع;العامة للأوقاف	177732				1,644.02															
2025-08-18	22:42	"""1755546142000_2hVDeiPhpTEQyrSeznmDrx1u0t0A"""	https://twitter.com/AWQAF_KSA/statuses/1957528518775992765	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		جانب من زيارة وفد #الهيئة_العامة_للأوقاف لهيئة تطوير الأحساء، التي شهدت ورشة عمل مشتركة، وإقامة عدة لقاءات ميدانية، بالإضافة إلى استعراض مشا ...		https://pbs.twimg.com/media/GyqJhc2XoAIHnn_.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1957528518775992765/photo/1"""	Saudi Arabia				Arabic	neutral	الوقفي ودعم	177731				1,644.01			25	6		16		6		19	3439				
2025-08-18	16:29	"""1755523772000_w6wbU4_ijVXNEqRqdQcS68arABEA"""	https://twitter.com/AWQAF_KSA/statuses/1957434691142795648	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @emara_sharqia: استقبل صاحب السمو الملكي الأمير #سعود_بن_نايف_بن_عبدالعزيز⁩ ⁧#أمير_المنطقة_الشرقية⁩ بحضور صاحب السمو الملكي الأمير #سعود_ ...		https://video.twimg.com/amplify_video/1955241925985861632/vid/avc1/3840x2160/0WGpguAJBaG9wk0A.mp4	#أمير_المنطقة_الشرقية;#سعود_بن_بندر_بن_عبدالعزيز;#سعود_بن_نايف_بن_عبدالعزيز;#نائب_أمير_المنطقة_الشرقية	"""https://x.com/emara_sharqia/status/1955242938805469601/video/1"""	Saudi Arabia				Arabic	positive	الشرقية الدكتور;العامة للأوقاف;المتعلقة بالعمل;الملكي الأمير	177724				1,643.95															
2025-08-16	15:00	"""1755345619000_OYfnIkO31icnAsuGDo3r1YfmauwA"""	https://twitter.com/AWQAF_KSA/statuses/1956687465239998729	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تلتزم #الهيئة_العامة_للأوقاف بإشرافها الفاعل على الأوقاف، وذلك عبر تطوير أنظمتها، واقتراحات التشريعات وصياغة اللوائح ذات العلاقة بالقطاع الو ...		https://pbs.twimg.com/media/GyeM3RCWUAAPGtB.jpg	#الهيئة_العامة_للأوقاف	"""https://digitalcms.awqaf.gov.sa/sites/default/files/2025-08/ZAWQAF%252361-0005_Annual_Report_2024_Ver_Media_V40.pdf?_gl=1*2tjpov*_ga*MTMyMjcwMjEwNC4xNzUzMjY0NjMx*_ga_CS4JCPY2T5*czE3NTQ0NzkxODckbzg4JGcxJHQxNzU0NDc5MjE0JGozNiRsMCRoMTc2ODQ3NjczNA"";""https://x.com/AWQAF_KSA/status/1956687465239998729/photo/1"""	Saudi Arabia				Arabic	neutral		177717				1,643.88			34	8	1	20	4	7		22	4682				
2025-08-16	14:31	"""1755343903000_17Bfi3uvJuRUbZKewiMCsYWDYkoA"""	https://twitter.com/AWQAF_KSA/statuses/1956680264215572754	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Repost	الهيئة العامة للأوقاف	@awqaf_ksa		RT @tedx_kau: برعاية محافظ #الهيئة_العامة_للأوقاف @AWQAF_KSA وتشريف رئيس #جامعة_الملك_عبدالعزيز @kauedu_sa تُقام نسخةٌ نوعية من تيدكس تحت شع ...		https://pbs.twimg.com/media/Gyd3FX8XoAABUoL.jpg	#tedxkau;#الهيئة_العامة_للأوقاف;#جامعة_الملك_عبدالعزيز;#ما_بعد_اللحظة	"""https://www.tedx-kau.com/"";""https://x.com/tedx_kau/status/1956663507933368451/photo/1"""	Saudi Arabia				Arabic	neutral		177717				1,643.88															
2025-08-15	18:36	"""1755272188000_JIE9cMtudUu7e2kyH5sXP0eWAGUA"""	https://twitter.com/AWQAF_KSA/statuses/1956379471117729794	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		عملت الهيئة العامة للأوقاف على تعزيز جهودها في تمكين القطاع الوقفي، ورفع كفاءة إسهاماته في التنمية الاقتصادية والاجتماعية، بما يتماشى مع مست ...					Saudi Arabia				Arabic	positive	العامة للأوقاف	177689				1,643.62			27	1		18	1	1		25	649332				
2025-08-14	16:00	"""1755176409000_5HeyBR2AivlpMO3nQPvmlmqcX5cA"""	https://twitter.com/AWQAF_KSA/statuses/1955977744224817533	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تضع #الهيئة_العامة_للأوقاف محور تعزيز البيئة التنظيمية للقطاع الوقفي في سلّم أولوياتها، إدراكًا منها بدورها المحوري في تنظيم شؤون الأوقاف؛ ب ...		https://pbs.twimg.com/media/GyUHY1CWcAQI5GD.jpg	#الهيئة_العامة_للأوقاف	"""https://digitalcms.awqaf.gov.sa/sites/default/files/2025-08/ZAWQAF%252361-0005_Annual_Report_2024_Ver_Media_V40.pdf?_gl=1*2tjpov*_ga*MTMyMjcwMjEwNC4xNzUzMjY0NjMx*_ga_CS4JCPY2T5*czE3NTQ0NzkxODckbzg4JGcxJHQxNzU0NDc5MjE0JGozNiRsMCRoMTc2ODQ3NjczNA"";""https://x.com/AWQAF_KSA/status/1955977744224817533/photo/1"""	Saudi Arabia				Arabic	neutral	التنظيمية للقطاع;محور تعزيز	177682				1,643.56			16	5		8	1	5		10	2791				
2025-08-14	15:37	"""1755175070000_uUNYAXXFVYEl4SX5yTxK1h_ONB8A"""	https://twitter.com/AWQAF_KSA/statuses/1955972131180732657	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		ملت الهيئة العامة للأوقاف على تعزيز جهودها في تمكين القطاع الوقفي، ورفع كفاءة إسهاماته في التنمية الاقتصادية والاجتماعية، بما يتماشى مع مسته ...					Saudi Arabia				Arabic	positive	العامة للأوقاف	177678				1,643.52			21			15				21	651365				
2025-08-12	20:00	"""1755018025000_vn5DFphfa6bLy3PQkHGDNNIwG70A"""	https://twitter.com/AWQAF_KSA/statuses/1955313434540548231	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		في #اليوم_العالمي_للشباب نحتفي بعطاء شبابنا الذين يصنعون مستقبل الأوقاف المستدام. #الهيئة_العامة_للأوقاف https://t.co/cbqGDM5GUQ		https://pbs.twimg.com/media/GyKrMKgWYAAHjOx.jpg	#الهيئة_العامة_للأوقاف;#اليوم_العالمي_للشباب	"""https://x.com/AWQAF_KSA/status/1955313434540548231/photo/1"""	Saudi Arabia				Arabic	positive		177644				1,643.21			15	6		6	2	6		7	2657				
2025-08-12	18:00	"""1755010805000_hV9EfxoYgp_fG-gj7UjusTMiDzsA"""	https://twitter.com/AWQAF_KSA/statuses/1955283149979541795	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		وقعت #الهيئة_العامة_للأوقاف مذكرة تفاهم مع أوقاف صاحب السمو الملكي الأمير طلال بن عبد العزيز آل سعود، لدراسة تصميم ودعم المبادرات والمشاريع ...		https://pbs.twimg.com/media/GyKPqJmWoAA7NIX.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1955283149979541795/photo/1"""	Saudi Arabia				Arabic	neutral	الملكي الأمير;طلال بن عبد العزيز;مذكرة تفاهم	177639				1,643.16			50	13	1	30	3	12		34	17554				
2025-08-11	14:30	"""1754911824000_jrPtTWeYUore_FgTPPURJ9KwG3YA"""	https://twitter.com/AWQAF_KSA/statuses/1954867995253096545	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تطبيق جدول المخالفات والجزاءات للائحة تنظيم أعمال النظارة على النظار يهدف إلى تعزيز الانضباط الإداري، ورفع كفاءة الأداء، وضمان الالتزام بالأ ...		https://pbs.twimg.com/media/GyEWFB6WcAAhXpv.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1954867995253096545/photo/1"""	Saudi Arabia				Arabic	neutral		177613				1,642.92			23	7		11	3	7		13	3695				
2025-08-09	21:59	"""1754765970000__DOe0r09IXZym18PrxVRWwsfifYA"""	https://twitter.com/AWQAF_KSA/statuses/1954256241200431374	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Quote	الهيئة العامة للأوقاف	@awqaf_ksa		QT @tedx_kau: حين تتجاوز اللحظة أثرها، تُولد الحكايات العظيمة… وتبقى الأوقاف شاهدًا على عطاء يتجدد، وأثرٍ لا يحدّه زمن #الهيئة_العامة_للأوقا ...		https://pbs.twimg.com/media/Gx7ctc1XEAAAqiK.jpg	#tedxkau;#الهيئة_العامة_للأوقاف;#ما_بعد_اللحظة	"""https://twitter.com/tedx_kau/status/1954247297795047464"";""https://www.tedx-kau.com/"";""https://x.com/tedx_kau/status/1954247297795047464/photo/1"""	Saudi Arabia				Arabic	neutral		177554				1,642.37			9	4		3	1	4		4	6573				
2025-08-09	20:28	"""1754760504000_NOJPjKee15fEu-6H7CBcpoQ6XhYA"""	https://twitter.com/AWQAF_KSA/statuses/1954233313570263369	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		تنوعت جهود الهيئة العامة للأوقاف لتعزيز الإيجابيات، ومواجهة التحديات الوقفية، من خلال إطلاق مبادرات نوعية، ورفع الوعي بالقطاع الوقفي، وتحفيز ...		https://pbs.twimg.com/media/Gx7Qyj2X0AAjzHu.jpg		"""http://bit.ly/47o0idc"";""https://x.com/AWQAF_KSA/status/1954228864357474659/photo/1"";""https://digitalcms.awqaf.gov.sa/sites/default/files/2025-08/ZAWQAF%252361-0005_Annual_Report_2024_Ver_Media_V40.pdf?_gl=1*2tjpov*_ga*MTMyMjcwMjEwNC4xNzUzMjY0NjMx*_ga_CS4JCPY2T5*czE3NTQ0NzkxODckbzg4JGcxJHQxNzU0NDc5MjE0JGozNiRsMCRoMTc2ODQ3NjczNA"";""https://x.com/AWQAF_KSA/status/1954233313570263369/photo/1"""	Saudi Arabia				Arabic	neutral	العامة للأوقاف;وتحفيز الابتكار	177550				1,642.34			44	15		25	2	15		27	6420				
2025-08-09	20:10	"""1754759443000_5Sk3Y-q1edq1cZscrQ1VUFBZUPIA"""	https://twitter.com/AWQAF_KSA/statuses/1954228864357474659	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		... عملت الهيئة العامة للأوقاف على تعزيز جهودها في تمكين القطاع الوقفي وتعزيز إسهاماته في التنمية الاقتصادية والاجتماعية، بما يتماشى مع مسته ...		https://pbs.twimg.com/media/Gx7Qyj2X0AAjzHu.jpg		"""http://bit.ly/47o0idc"";""https://x.com/AWQAF_KSA/status/1954228864357474659/photo/1"""	Saudi Arabia				Arabic	positive	العامة للأوقاف;الوقفي وتعزيز	177550				1,642.34			9	4		5		4		5	1301				
2025-08-07	14:00	"""1754564417000_aqoko1JESS77tG-10ZVRxd-H640A"""	https://twitter.com/AWQAF_KSA/statuses/1953410866797232507	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		... عملت الهيئة العامة للأوقاف على تعزيز جهودها في تمكين القطاع الوقفي، ورفع كفاءة إسهاماته في التنمية الاقتصادية والاجتماعية، بما يتماشى مع ...		https://pbs.twimg.com/media/Gxvo0IvWsAAbfD2.jpg		"""http://bit.ly/47o0idc"";""https://x.com/AWQAF_KSA/status/1953410866797232507/photo/1"""	Saudi Arabia				Arabic	positive	العامة للأوقاف	177536				1,642.21			58	24	2	26	6	22		28	10508				
2025-08-05	20:00	"""1754413224000_k7dAvBLQHJ1mqx6rYhEQNdnGzR8A"""	https://twitter.com/AWQAF_KSA/statuses/1952776715630985534	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		يضمن جدول المخالفات والجزاءات تطبيق شروط الواقفين وحماية الأوقاف، ويؤسس لمرجعية واضحة لضبط المخالفات والتعامل معها بما يعزز الحوكمة والشفافي ...		https://pbs.twimg.com/media/GxmoDrCWgAAldJV.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1952776715630985534/photo/1"""	Saudi Arabia				Arabic	neutral	واضحة لضبط	177506				1,641.93			10	1		7	1	1		8	2900				
2025-08-03	19:23	"""1754238196000_QwJlqmTEZnnJf6CnZxtK-2w_MQcA"""	https://twitter.com/AWQAF_KSA/statuses/1952042595531751819	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		الهيئة_العامة_للأوقاف في شهر يوليو https://t.co/Jcddah99Ay		https://pbs.twimg.com/media/GxcMYcaXsAAmr3H.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1952042595531751819/photo/1"""	Saudi Arabia				Arabic	neutral	يوليو	177427				1,641.20			17	3		12	1	3		13	3202				
2025-07-31	14:30	"""1753961411000_UUMZtI4nfr0i6f1T3nngSVUnfcAA"""	https://twitter.com/AWQAF_KSA/statuses/1950881673408565557	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		"أقامت #الهيئة_العامة_للأوقاف ورشة عمل بعنوان ""المنتجات الاستثمارية الوقفية"" في الخُبر، وذلك بهدف توعية المهتمين وتثقيفهم حول الصناديق والمحا ..."		https://pbs.twimg.com/media/GxLsh-nXoAAXopq.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1950881673408565557/photo/1"""	Saudi Arabia				Arabic	neutral	توعية المهتمين	177379				1,640.76			26	7		16	2	7		17	4422				
2025-07-28	18:25	"""1753716313000_PJYvUxZ_xe2y8VeBOXttPg75xnoA"""	https://twitter.com/AWQAF_KSA/statuses/1949853660411777505	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		يهدف جدول المخالفات والجزاءات إلى استدامة الأوقاف وتعزيز أثرها وضمان حوكمتها وحماية شروط واقفيها وحقوق مستفيديها. #الهيئة_العامة_للأوقاف htt ...		https://pbs.twimg.com/media/Gw9Fj66XMAAMych.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1949853660411777505/photo/1"""	Saudi Arabia				Arabic	neutral		177337				1,640.37			18	4		12	1	4		13	3159				
2025-07-28	16:15	"""1753708516000_japz9Qk7H1Uzwi3869V-z1UQvfUA"""	https://twitter.com/AWQAF_KSA/statuses/1949820954315731156	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		يهدف جدول المخالفات والجزاءات للائحة تنظيم أعمال النظارة إلى استدامة الأوقاف وتعزيز أثرها وضمان حوكمتها وحماية شروط واقفيها وحقوق مستفيديها. ...					Saudi Arabia				Arabic	neutral	العامة للأوقاف	177330				1,640.30			56	3		38		3		53	1791620				
2025-07-28	16:11	"""1753708283000_ne1b3qS6K9QM-71QqB33usoL0FgA"""	https://twitter.com/AWQAF_KSA/statuses/1949819980209606979	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		لائحة تنظيم أعمال النظارة، جاءت لتحدد بوضوح مهام الناظر والتزاماته، وترسي معايير الحوكمة والشفافية في إدارة الأوقاف، للإسهام في تحقيق رسالة ...					Saudi Arabia				Arabic	neutral	العامة للأوقاف	177330				1,640.30															
2025-07-28	15:54	"""1753707280000_5tqIpP4C9-za7M9E4SawuYKzBK4A"""	https://twitter.com/AWQAF_KSA/statuses/1949815772324466949	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		يُعد تقديم القوائم أو البيانات المالية السنوية من الالتزامات الأساسية التي تقع على عاتق الناظر، وفقًا للائحة تنظيم أعمال النظارة الصادرة عن ...					Saudi Arabia				Arabic	neutral	العامة للأوقاف	177330				1,640.30			74	7		39	2	7		65	2115713				
2025-07-27	19:00	"""1753632020000_MrkZFFmdtIddvSk5ga3iu7VTyPUA"""	https://twitter.com/AWQAF_KSA/statuses/1949500108267049359	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		وقف لك، ولذريتك ومجتمعك يستمر خيره دون توقف لمعرفة المزيد عن الأوقاف: https://t.co/c7FZJ4Kwc4 #أوقفها_للأبد_تتحرك_للأبد #الهيئة_العامة_للأوق ...		https://pbs.twimg.com/media/Gw4EADLW0AAtcON.jpg	#أوقفها_للأبد_تتحرك_للأبد;#الهيئة_العامة_للأوقاف	"""https://www.awqaf.gov.sa/ar/endow-it-forever"";""https://x.com/AWQAF_KSA/status/1949500108267049359/photo/1"""	Saudi Arabia				Arabic	neutral		177314				1,640.15			42	19	3	18	2	16		21	365708				
2025-07-29	19:00	"""1753804806000_XgFw467rirOM2Lmygw0ZNueqMREA"""	https://twitter.com/AWQAF_KSA/statuses/1950224824824897719	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		الوقف أجر وأثر، وإرث يبقى للأبد. لمعرفة المزيد عن الأوقاف: https://t.co/c7FZJ4Kwc4 #أوقفها_للأبد_تتحرك_للأبد #الهيئة_العامة_للأوقاف https:// ...		https://pbs.twimg.com/media/GxCXIk-XAAAR5pA.jpg	#أوقفها_للأبد_تتحرك_للأبد;#الهيئة_العامة_للأوقاف	"""https://www.awqaf.gov.sa/ar/endow-it-forever"";""https://x.com/AWQAF_KSA/status/1950224824824897719/photo/1"""	Saudi Arabia				Arabic	neutral		177308				1,640.10			25	10	1	9	3	9		12	3409				
2025-07-24	18:00	"""1753369255000_BMQDmCccX4EPfDAQa88d9zgH8lgA"""	https://twitter.com/AWQAF_KSA/statuses/1948397993104752930	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		وقفك يحرك عقول، ويصنع أجيال لمعرفة المزيد عن الأوقاف: https://t.co/c7FZJ4Kwc4 #أوقفها_للأبد_تتحرك_للأبد #الهيئة_العامة_للأوقاف https://t.co/ ...		https://video.twimg.com/amplify_video/1948397927522521088/vid/avc1/1920x1080/zXDyOmh7Uc9dpxJ9.mp4?tag=16	#أوقفها_للأبد_تتحرك_للأبد;#الهيئة_العامة_للأوقاف	"""https://www.awqaf.gov.sa/ar/endow-it-forever"";""https://x.com/AWQAF_KSA/status/1948397993104752930/video/1"""	Saudi Arabia				Arabic	neutral		177194				1,639.04			21	9		9	1	9		11	3556				
2025-07-24	12:42	"""1753350169000_LJAEx_bsoCo62FN28NBqJb1Ue-wA"""	https://twitter.com/AWQAF_KSA/statuses/1948317938965991735	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		حجم الوقف يؤثر في تحديد التزامات الناظر ومسؤولياته، فكلما زادت قيمة الأصول الوقفية، ازدادت الحاجة إلى رفع مستوى الحوكمة والشفافية. #الهيئة_ا ...		https://pbs.twimg.com/media/GwnQ0uPXQAAzS-H.jpg	#الهيئة_العامة_للأوقاف	"""https://x.com/AWQAF_KSA/status/1948317938965991735/photo/1"""	Saudi Arabia				Arabic	neutral		177194				1,639.04			27	7		13	1	7		19	3962				
2025-07-22	18:00	"""1753196447000_LDIMtN8B6hTBGLiiMKPLobO3jvYA"""	https://twitter.com/AWQAF_KSA/statuses/1947673184217510011	(from:awqaf_ksa)		social	social network	Twitter	twitter.com	Social Post	الهيئة العامة للأوقاف	@awqaf_ksa		وقفك يحرك الخير ويصنع أمل لمعرفة المزيد عن الأوقاف: https://t.co/c7FZJ4Kwc4 #أوقفها_للأبد_تتحرك_للأبد #الهيئة_العامة_للأوقاف https://t.co/Fb ...		https://video.twimg.com/amplify_video/1947673140693229568/vid/avc1/1280x720/mEPb14dQ0TO35yuy.mp4?tag=16	#أوقفها_للأبد_تتحرك_للأبد;#الهيئة_العامة_للأوقاف	"""https://www.awqaf.gov.sa/ar/endow-it-forever"";""https://x.com/AWQAF_KSA/status/1947673184217510011/video/1"""	Saudi Arabia				Arabic	positive		177137				1,638.52			24	7		17		7		17	4236				
